frame,time_s,centL_x,centL_y,centL_z,vLx,vLy,vLz,vL_sx,vL_sy,vL_sz,uLx,uLy,uLz,thetaL_xy_deg,speedL,centR_x,centR_y,centR_z,vRx,vRy,vRz,vR_sx,vR_sy,vR_sz,uRx,uRy,uRz,thetaR_xy_deg,speedR,is_milestone
25,0.8333333333333334,0.03890581056475639,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.004999986570466379,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999986570466379,0.04014136269688606,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.004999985358562955,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999985358562955,0
26,0.8666666666666667,0.03390580788254738,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.004999993015163433,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999993015163433,0.035141363739967346,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.004999990797905259,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999990797905259,0
27,0.9,0.028905807062983513,0.22363996505737305,-0.1050344854593277,-0.005000000819563866,0.0,0.0,-0.004999996136923606,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999996136923606,0.03014136664569378,-0.14121919870376587,-0.09112655371427536,-0.004999997094273567,0.0,0.0,-0.004999993316452582,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999993316452582,0
28,0.9333333333333333,0.023905811831355095,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999995774805531,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999995774805531,0.025141369551420212,-0.14121919870376587,-0.09112655371427536,-0.004999997094273567,0.0,0.0,-0.004999994827580977,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999994827580977,0
29,0.9666666666666667,0.018905814737081528,0.22363996505737305,-0.1050344854593277,-0.004999997094273567,0.0,0.0,-0.004999996302592746,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999996302592746,0.020141372457146645,-0.14121919870376587,-0.09112655371427536,-0.004999997094273567,0.0,0.0,-0.004999995734258012,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999995734258012,0
30,1.0,0.013905811123549938,0.22363996505737305,-0.1050344854593277,-0.0050000036135315895,0.0,0.0,-0.004999999226968283,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999226968283,0.015141371637582779,-0.14121919870376587,-0.09112655371427536,-0.005000000819563866,0.0,0.0,-0.004999997768380353,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999997768380353,0
31,1.0333333333333334,0.008905814960598946,0.22363996505737305,-0.1050344854593277,-0.004999996162950993,0.0,0.0,-0.004999998001361367,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998001361367,0.010141371749341488,-0.14121919870376587,-0.09112655371427536,-0.004999999888241291,0.0,0.0,-0.0049999986163247285,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0049999986163247285,0
32,1.0666666666666667,0.0039058139082044363,0.22363996505737305,-0.1050344854593277,-0.005000000819563866,0.0,0.0,-0.0049999991286423665,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0049999991286423665,0.005141373258084059,-0.14121919870376587,-0.09112655371427536,-0.004999998491257429,0.0,0.0,-0.004999998566297809,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998566297809,0
33,1.1,-0.0010941856307908893,0.22363996505737305,-0.1050344854593277,-0.004999999422580004,0.0,0.0,-0.004999999246217421,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999246217421,0.0001413729041814804,-0.14121919870376587,-0.09112655371427536,-0.005000000353902578,0.0,0.0,-0.004999999281339717,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999281339717,0
34,1.1333333333333333,-0.0060941847041249275,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.0049999991304979395,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0049999991304979395,-0.004858626518398523,-0.14121919870376587,-0.09112655371427536,-0.004999999422580004,0.0,0.0,-0.004999999337835832,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999337835832,0
35,1.1666666666666667,-0.011094184592366219,0.22363996505737305,-0.1050344854593277,-0.004999999888241291,0.0,0.0,-0.00499999943359528,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.00499999943359528,-0.009858626872301102,-0.14121919870376587,-0.09112655371427536,-0.005000000353902578,0.0,0.0,-0.004999999744262531,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999744262531,0
36,1.2,-0.016094183549284935,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999242924654,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999242924654,-0.014858625829219818,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.004999999429325005,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999429325005,0
37,1.2333333333333334,-0.02109418623149395,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.005000000618638398,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000618638398,-0.019858624786138535,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.00499999924036249,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.00499999924036249,0
38,1.2666666666666666,-0.026094185188412666,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999953950526,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999953950526,-0.024858621880412102,-0.14121919870376587,-0.09112655371427536,-0.004999997094273567,0.0,0.0,-0.004999998381926921,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998381926921,0
39,1.3,-0.031094184145331383,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999555137802,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999555137802,-0.029858624562621117,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000000102039759,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000102039759,0
40,1.3333333333333333,-0.03609418496489525,0.22363996505737305,-0.1050344854593277,-0.005000000819563866,0.0,0.0,-0.005000000060908227,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000060908227,-0.03485862538218498,-0.14121919870376587,-0.09112655371427536,-0.005000000819563866,0.0,0.0,-0.005000000389049401,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000389049401,0
41,1.3666666666666667,-0.041094183921813965,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999619312423,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999619312423,-0.039858628064394,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000001306313247,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001306313247,0
42,1.4,-0.04609418287873268,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999354354941,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999354354941,-0.044858627021312714,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.0050000003665554345,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0050000003665554345,0
43,1.4333333333333333,-0.0510941818356514,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999195380451,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999195380451,-0.04985862225294113,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.004999998312584628,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998312584628,0
44,1.4666666666666666,-0.056094180792570114,0.22363996505737305,-0.1050344854593277,-0.004999998956918716,0.0,0.0,-0.004999999099995758,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999099995758,-0.05485862120985985,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.004999998570318263,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998570318263,0
45,1.5,-0.06109418720006943,0.22363996505737305,-0.1050344854593277,-0.005000006407499313,0.0,0.0,-0.0050000020229971805,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0050000020229971805,-0.05985862389206886,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000000215074564,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000215074564,0
46,1.5333333333333334,-0.06609418243169785,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999999306449675,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999306449675,-0.06485862284898758,-0.14121919870376587,-0.09112655371427536,-0.004999998956918716,0.0,0.0,-0.004999999711812225,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999711812225,0
47,1.5666666666666667,-0.07109417766332626,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999997676521172,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999997676521172,-0.0698586255311966,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000000899970941,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000899970941,0
48,1.6,-0.07609418779611588,0.22363996505737305,-0.1050344854593277,-0.005000010132789612,0.0,0.0,-0.005000002659028549,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000002659028549,-0.07485862821340561,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000001612866171,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001612866171,0
49,1.6333333333333333,-0.0810941830277443,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999999688068496,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999688068496,-0.07985863089561462,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000002040603309,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000002040603309,0
50,1.6666666666666667,-0.08609418570995331,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.005000000885724704,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000885724704,-0.08485863357782364,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000002297245591,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000002297245591,0
51,1.7,-0.09109418094158173,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999998624086189,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998624086189,-0.08985862880945206,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.0049999994709987216,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0049999994709987216,0
52,1.7333333333333334,-0.09609418362379074,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.00500000024733532,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.00500000024733532,-0.09485863149166107,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000000755482839,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000755482839,0
53,1.7666666666666666,-0.10109419375658035,0.22363996505737305,-0.1050344854593277,-0.005000010132789612,0.0,0.0,-0.005000004201517036,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000004201517036,-0.09985863417387009,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.005000001526173309,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001526173309,0
54,1.8,-0.10609418898820877,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.005000000613561589,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000000613561589,-0.1048586443066597,-0.14121919870376587,-0.09112655371427536,-0.005000010132789612,0.0,0.0,-0.0050000049688198305,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0050000049688198305,0
55,1.8333333333333333,-0.11109418421983719,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999998460788321,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998460788321,-0.10985863953828812,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.005000001073943265,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001073943265,0
56,1.8666666666666667,-0.1160941943526268,0.22363996505737305,-0.1050344854593277,-0.005000010132789612,0.0,0.0,-0.005000003129588837,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000003129588837,-0.11485863476991653,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.004999998737017326,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998737017326,0
57,1.9,-0.12109418958425522,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.00499999997040467,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.00499999997040467,-0.11985863000154495,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.004999997334861762,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999997334861762,0
58,1.9333333333333333,-0.12609419226646423,0.22363996505737305,-0.1050344854593277,-0.005000002682209015,0.0,0.0,-0.005000001055126407,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001055126407,-0.12485864013433456,-0.14121919870376587,-0.09112655371427536,-0.005000010132789612,0.0,0.0,-0.0050000024540329015,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0050000024540329015,0
59,1.9666666666666666,-0.13109418749809265,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999998725727211,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999998725727211,-0.12985864281654358,-0.14121919870376587,-0.09112655371427536,-0.005000002682209015,0.0,0.0,-0.0050000025453033475,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.0050000025453033475,0
60,2.0,-0.13609418272972107,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999997328087694,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999997328087694,-0.134858638048172,-0.14121919870376587,-0.09112655371427536,-0.004999995231628418,0.0,0.0,-0.004999999619833375,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999619833375,0
61,2.033333333333333,-0.14109419286251068,0.22363996505737305,-0.1050344854593277,-0.005000010132789612,0.0,0.0,-0.005000002449968462,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000002449968462,-0.13985861837863922,-0.14121919870376587,-0.09112655371427536,-0.004999980330467224,0.0,0.0,-0.004999991904086915,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999991904086915,0
62,2.066666666666667,-0.1460941880941391,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999999562632444,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999562632444,-0.14485862851142883,-0.14121919870376587,-0.09112655371427536,-0.005000010132789612,0.0,0.0,-0.004999999195567994,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999195567994,0
63,2.1,-0.15109418332576752,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999997830230834,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999997830230834,-0.14985860884189606,-0.14121919870376587,-0.09112655371427536,-0.004999980330467224,0.0,0.0,-0.004999991649527686,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999991649527686,0
64,2.1333333333333333,-0.15609417855739594,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999996790789867,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999996790789867,-0.15485861897468567,-0.14121919870376587,-0.09112655371427536,-0.005000010132789612,0.0,0.0,-0.004999999042832456,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999999042832456,0
65,2.1666666666666665,-0.16109417378902435,0.22363996505737305,-0.1050344854593277,-0.004999995231628418,0.0,0.0,-0.004999996167125287,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.004999996167125287,-0.1598585993051529,-0.14121919870376587,-0.09112655371427536,-0.004999980330467224,0.0,0.0,-0.0049999915578863635,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.0049999915578863635,0
66,2.2,-0.16609418392181396,0.22363996505737305,-0.1050344854593277,-0.005000010132789612,0.0,0.0,-0.005000001753391017,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.005000001753391017,-0.1648586243391037,-0.14121919870376587,-0.09112655371427536,-0.005000025033950806,0.0,0.0,-0.00500000494831214,0.0,0.0,-1.0,0.0,0.0,179.99999998854085,0.00500000494831214,0
67,2.2333333333333334,-0.1710941642522812,0.22363996505737305,-0.1050344854593277,-0.004999980330467224,0.0,0.0,-0.0049999931842215,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.0049999931842215,-0.16985858976840973,-0.14121919870376587,-0.09112655371427536,-0.00499996542930603,0.0,0.0,-0.004999989140709696,0.0,0.0,-1.0,0.0,0.0,179.99999998854082,0.004999989140709696,0
