frame,time_s,centL_x,centL_y,centL_z,vLx,vLy,vLz,vL_sx,vL_sy,vL_sz,uLx,uLy,uLz,thetaL_xy_deg,speedL,centR_x,centR_y,centR_z,vRx,vRy,vRz,vR_sx,vR_sy,vR_sz,uRx,uRy,uRz,thetaR_xy_deg,speedR,is_milestone
13,0.43333333333333335,-0.18609414994716644,0.20363996922969818,-0.16003446280956268,0.0,0.00499996542930603,-0.004999995231628418,0.0,0.0049934576495748294,-0.004993466298070313,0.0,0.7071061688446009,-0.7071073935279638,89.99999998852583,0.007061821646576853,-0.18485860526561737,-0.11121922731399536,-0.15112654864788055,0.0,-0.005000002682209015,-0.005000010132789612,0.0,-0.004993472209567524,-0.004993471122765552,0.0,-0.7071068581355174,-0.7071067042375693,-89.99999998852587,0.007061835353618535,0
14,0.4666666666666667,-0.18609414994716644,0.208639994263649,-0.1650344580411911,0.0,0.005000025033950806,-0.004999995231628418,0.0,0.004996084603325219,-0.004996077871493554,0.0,0.7071072575721377,-0.7071063048006365,89.99999998853185,0.007065525844663713,-0.18485860526561737,-0.11621922254562378,-0.15612652897834778,0.0,-0.004999995231628418,-0.004999980330467224,0.0,-0.004996081418391881,-0.004996074805846221,0.0,-0.7071072491310257,-0.7071063132417597,-89.99999998853185,0.007065521424835678,0
15,0.5,-0.18609414994716644,0.2136399745941162,-0.17003443837165833,0.0,0.004999980330467224,-0.004999980330467224,0.0,0.004997642894182022,-0.004997638855083022,0.0,0.7071070669287394,-0.7071064954442402,89.99999998853544,0.007067731504776026,-0.18485860526561737,-0.1212192252278328,-0.1611265391111374,0.0,-0.005000002682209015,-0.005000010132789612,0.0,-0.004997649923918735,-0.004997648936623578,0.0,-0.7071068510316894,-0.7071067113413988,-89.99999998853546,0.007067743604275675,0
16,0.5333333333333333,-0.18609414994716644,0.21863998472690582,-0.17503444850444794,0.0,0.005000010132789612,-0.005000010132789612,0.0,0.0049985897896250575,-0.004998587366165657,0.0,0.7071069525993715,-0.707106609773682,89.99999998853761,0.007069071759583064,-0.18485860526561737,-0.12621921300888062,-0.16612651944160461,0.0,-0.004999987781047821,-0.004999980330467224,0.0,-0.004998585066770369,-0.004998581494161037,0.0,-0.70710703387973,-0.7071065284932748,-89.9999999885376,0.007069064267886445,0
17,0.5666666666666667,-0.18609414994716644,0.22363996505737305,-0.18003442883491516,0.0,0.004999980330467224,-0.004999980330467224,0.0,0.004999146005961925,-0.004999144551886284,0.0,0.707106884022794,-0.7071066783502862,89.99999998853889,0.007069859053727972,-0.18485860526561737,-0.13121920824050903,-0.17112652957439423,0.0,-0.004999995231628418,-0.005000010132789612,0.0,-0.004999149132713588,-0.0049991529496124665,0.0,-0.7071065112451541,-0.7071070511278378,-89.9999999885389,0.007069867202764847,0
18,0.6,-0.18609414994716644,0.22863994538784027,-0.18503446877002716,0.0,0.004999980330467224,-0.0050000399351119995,0.0,0.0049994797357640446,-0.00499950270517657,0.0,0.7071051568366591,-0.7071084055327045,89.99999998853964,0.0070703482889729816,-0.18485860526561737,-0.13621921837329865,-0.17612652480602264,0.0,-0.005000010132789612,-0.004999995231628418,0.0,-0.004999493532743997,-0.0049994898624188475,0.0,-0.7071070407440669,-0.707106521628933,-89.99999998853968,0.007070348963691812,0
19,0.6333333333333333,-0.18609414994716644,0.23363995552062988,-0.19003446400165558,0.0,0.005000010132789612,-0.004999995231628418,0.0,0.004999691894574271,-0.004999699715757309,0.0,0.7071062281115265,-0.707107334261136,89.99999998854014,0.007070637615407494,-0.18485860526561737,-0.14121919870376587,-0.18112652003765106,0.0,-0.004999980330467224,-0.004999995231628418,0.0,-0.004999688251833288,-0.004999692010102676,0.0,-0.70710651542025,-0.7071070469527451,-89.99999998854013,0.007070629590878335,0
20,0.6666666666666666,-0.18609414994716644,0.2386399358510971,-0.195034459233284,0.0,0.004999980330467224,-0.004999995231628418,0.0,0.004999807268931452,-0.004999817922105753,0.0,0.7071060278647322,-0.7071075345075604,89.9999999885404,0.007070802781910246,-0.18485860526561737,-0.14621920883655548,-0.18612651526927948,0.0,-0.005000010132789612,-0.004999995231628418,0.0,-0.004999817004215817,-0.004999813298712972,0.0,-0.7071070432148049,-0.7071065191581929,-89.99999998854042,0.007070806396559924,0
21,0.7,-0.18609414994716644,0.24363994598388672,-0.20003445446491241,0.0,0.005000010132789612,-0.004999995231628418,0.0,0.004999888414474716,-0.004999888845914819,0.0,0.707106750678445,-0.7071068116946486,89.9999999885406,0.007070910311176484,-0.18485860526561737,-0.1512192189693451,-0.1911265105009079,0.0,-0.005000010132789612,-0.004999995231628418,0.0,-0.004999894255645334,-0.0049998860718791505,0.0,-0.7071073598786793,-0.707106202493942,-89.9999999885406,0.007070912479970767,0
22,0.7333333333333333,-0.18609414994716644,0.24863992631435394,-0.20503444969654083,0.0,0.004999980330467224,-0.004999995231628418,0.0,0.004999925180871719,-0.004999931400200259,0.0,0.707106341407165,-0.7071072209656565,89.99999998854068,0.007070966399370288,-0.18485860526561737,-0.15621919929981232,-0.19612650573253632,0.0,-0.004999980330467224,-0.004999995231628418,0.0,-0.00499992868557409,-0.004999929735778857,0.0,-0.707106706924801,-0.7071068554482862,-89.99999998854068,0.007070967700644112,0
23,0.7666666666666667,-0.18609414994716644,0.25363993644714355,-0.21003440022468567,0.0,0.005000010132789612,-0.004999950528144836,0.0,0.004999959161638876,-0.004999939051378089,0.0,0.7071082032097694,-0.7071053591604659,89.99999998854075,0.007070995837613833,-0.18485860526561737,-0.16121920943260193,-0.20112650096416473,0.0,-0.005000010132789612,-0.004999995231628418,0.0,-0.004999961264460299,-0.004999955934118682,0.0,-0.7071071581016384,-0.7071064042712558,-89.99999998854075,0.007071009262420185,0
24,0.8,-0.18609414994716644,0.2586399018764496,-0.21503444015979767,0.0,0.00499996542930603,-0.0050000399351119995,0.0,0.004999961668705737,-0.0049999794048716534,0.0,0.7071055270417259,-0.7071080353291447,89.99999998854075,0.007071026144603579,-0.18485860526561737,-0.16621920466423035,-0.20612649619579315,0.0,-0.004999995231628418,-0.004999995231628418,0.0,-0.0049999748513275466,-0.004999971653122577,0.0,-0.7071070073349633,-0.7071065550380594,-89.9999999885408,0.007071029984799755,0
25,0.8333333333333334,-0.18609414994716644,0.2636399269104004,-0.2200343906879425,0.0,0.005000025033950806,-0.004999950528144836,0.0,0.004999987014803765,-0.004999967854180927,0.0,0.7071081360519982,-0.7071054263185007,89.99999998854082,0.007071035899431489,-0.18485860526561737,-0.17121919989585876,-0.21112649142742157,0.0,-0.004999995231628418,-0.004999995231628418,0.0,-0.004999983003447895,-0.004999981084524914,0.0,-0.7071069168753671,-0.707106645497702,-89.99999998854081,0.007071042418227653,0
26,0.8666666666666667,-0.18609414994716644,0.2636399269104004,-0.2250344306230545,0.0,0.0,-0.0050000399351119995,0.0,0.002999992208882259,-0.0049999966865533554,0.0,0.5144950236508748,-0.8574933647781106,89.99999998090135,0.0058309450450933584,-0.18485860526561737,-0.17121919989585876,-0.21612648665905,0.0,0.0,-0.004999995231628418,0.0,-0.002999989802068737,-0.004999986743366315,0.0,-0.5144954724601992,-0.8574930954928771,-89.99999998090134,0.0058309352805836654,0
27,0.9,-0.18609414994716644,0.2636399269104004,-0.23003438115119934,0.0,0.0,-0.004999950528144836,0.0,0.0017999953253293554,-0.004999978223189948,0.0,0.3387199955218256,-0.9408872220588896,89.99999996816894,0.005314110029307,-0.18485860526561737,-0.17121919989585876,-0.2211264818906784,0.0,0.0,-0.004999995231628418,0.0,-0.0017999938812412423,-0.004999990138671156,0.0,-0.33871904036119965,-0.9408875659167719,-89.99999996816891,0.005314120751292233,0
28,0.9333333333333333,-0.18609414994716644,0.2636399269104004,-0.23503443598747253,0.0,0.0,-0.005000054836273193,0.0,0.0010799971951976131,-0.005000008868423247,0.0,0.21113000300428852,-0.9774579898038632,89.99999994694822,0.0051153184285971705,-0.18485860526561737,-0.17121919989585876,-0.22612649202346802,0.0,0.0,-0.005000010132789612,0.0,-0.0010799963287447454,-0.004999998136318538,0.0,-0.21113027414379862,-0.9774579312379457,-89.99999994694817,0.005115307755481676,0
29,0.9666666666666667,-0.18609414994716644,0.2636399269104004,-0.24003437161445618,0.0,0.0,-0.004999935626983643,0.0,0.0006479983171185678,-0.004999979571847404,0.0,0.1285253184618356,-0.9917062279295636,89.99999991158036,0.005041795070992062,-0.18485860526561737,-0.17121919989585876,-0.23112647235393524,0.0,0.0,-0.004999980330467224,0.0,-0.0006479977972468472,-0.004999991013978013,0.0,-0.12852492779019356,-0.9917062785606057,-89.99999991158029,0.005041806351407959,0
30,1.0,-0.18609414994716644,0.2636399269104004,-0.24503442645072937,0.0,0.0,-0.005000054836273193,0.0,0.0003887989902711407,-0.00500000967761772,0.0,0.0775256190209869,-0.9969903602319395,89.99999985263393,0.005015103332046781,-0.18485860526561737,-0.17121919989585876,-0.23612648248672485,0.0,0.0,-0.005000010132789612,0.0,-0.0003887986783481083,-0.004999998661502652,0.0,-0.0775257269776247,-0.9969903518372637,-89.9999998526338,0.005015092324904253,0
31,1.0333333333333334,-0.18609414994716644,0.2636399269104004,-0.250034362077713,0.0,0.0,-0.004999935626983643,0.0,0.0002332793941626844,-0.0049999800573640885,0.0,0.0466053674844023,-0.9989133794887542,89.99999975438989,0.005005419048369427,-0.18485860526561737,-0.17121919989585876,-0.24112646281719208,0.0,0.0,-0.004999980330467224,0.0,-0.00023327920700886497,-0.004999991329088481,0.0,-0.04660522533891214,-0.9989133861206932,-89.99999975438968,0.005005430299123411,0
32,1.0666666666666667,-0.18609414994716644,0.2636399269104004,-0.2550344169139862,0.0,0.0,-0.005000054836273193,0.0,0.00013996763649761062,-0.005000009968927731,0.0,0.0279825096044459,-0.9996084129078933,89.99999959064981,0.005001968675296099,-0.18485860526561737,-0.17121919989585876,-0.2461264729499817,0.0,0.0,-0.005000010132789612,0.0,-0.00013996752420531897,-0.004999998850568933,0.0,-0.02798254934756338,-0.9996084117953447,-89.99999959064947,0.005001957558148891,0
33,1.1,-0.18609414994716644,0.2636399269104004,-0.26003435254096985,0.0,0.0,-0.004999935626983643,0.0,8.398058189856637e-05,-0.004999980232150095,0.0,0.016793814085453097,-0.9998589739600596,89.99999931774968,0.005000685459017368,-0.18485860526561737,-0.17121919989585876,-0.2511264681816101,0.0,0.0,-0.004999995231628418,0.0,-8.398051452319138e-05,-0.004999997402992727,0.0,-0.01679374295951905,-0.9998589751547013,-89.99999931774911,0.005000702626306986,0
34,1.1333333333333333,-0.18609414994716644,0.2636399269104004,-0.26503440737724304,0.0,0.0,-0.005000054836273193,0.0,5.038834913913982e-05,-0.005000010073799335,0.0,0.010077137824655179,-0.9999492243575485,89.99999886291614,0.0050002639654146055,-0.18485860526561737,-0.17121919989585876,-0.2561264634132385,0.0,0.0,-0.004999995231628418,0.0,-5.038830871391482e-05,-0.004999996534447004,0.0,-0.01007715702566787,-0.9999492241640473,-89.99999886291519,0.005000250426342374,0
35,1.1666666666666667,-0.18609414994716644,0.2636399269104004,-0.2700343430042267,0.0,0.0,-0.004999935626983643,0.0,3.023300948348389e-05,-0.004999980295073057,0.0,0.006046515191985869,-0.9999817196599311,89.99999810486025,0.005000071698084067,-0.18485860526561737,-0.17121919989585876,-0.26112645864486694,0.0,0.0,-0.004999995231628418,0.0,-3.0232985228348894e-05,-0.004999996013319569,0.0,-0.00604649133377755,-0.9999817198041925,-89.99999810485862,0.0050000874158965865,0
36,1.2,-0.18609414994716644,0.2636399269104004,-0.2750343978404999,0.0,0.0,-0.005000054836273193,0.0,1.8139805690090335e-05,-0.005000010111553111,0.0,0.0036279299257517875,-0.9999934190405725,89.99999684143384,0.00500004301663334,-0.18485860526561737,-0.17121919989585876,-0.26612645387649536,0.0,0.0,-0.004999995231628418,0.0,-1.8139791137009335e-05,-0.004999995700643109,0.0,-0.003627937471416244,-0.9999934190131969,-89.99999684143097,0.005000028605765378,0
37,1.2333333333333334,-0.18609414994716644,0.2636399269104004,-0.2800343334674835,0.0,0.0,-0.004999935626983643,0.0,1.08838834140542e-05,-0.004999980317725324,0.0,0.002176780094413092,-0.9999976308114037,89.99999473572326,0.00499999216364974,-0.18485860526561737,-0.17121919989585876,-0.2711264491081238,0.0,0.0,-0.004999995231628418,0.0,-1.08838746822056e-05,-0.004999995513037233,0.0,-0.0021767717327091283,-0.9999976308296054,-89.99999473571808,0.00500000735890664,0
38,1.2666666666666666,-0.18609414994716644,0.2636399269104004,-0.2850343883037567,0.0,0.0,-0.005000054836273193,0.0,6.53033004843252e-06,-0.005000010125144472,0.0,0.0013060622509294454,-0.9999991471003347,89.99999122620598,0.005000014389655072,-0.18485860526561737,-0.17121919989585876,-0.2761264741420746,0.0,0.0,-0.005000025033950806,0.0,-6.53032480932336e-06,-0.005000007321402662,0.0,-0.001306061935481775,-0.9999991471007467,-89.99999122619626,0.005000011585908811,0
39,1.3,-0.18609414994716644,0.2636399269104004,-0.29003432393074036,0.0,0.0,-0.004999935626983643,0.0,3.918198029059512e-06,-0.00499998032588014,0.0,0.0007836424486921852,-0.9999996929522091,89.99998537701146,0.004999981861113525,-0.18485860526561737,-0.17121919989585876,-0.2811264097690582,0.0,0.0,-0.004999935626983643,0.0,-3.918194885594016e-06,-0.004999978643635054,0.0,-0.0007836420836536758,-0.9999996929524952,-89.99998537699226,0.004999980178866491,0
40,1.3333333333333333,-0.18609414994716644,0.2636399269104004,-0.29503437876701355,0.0,0.0,-0.005000054836273193,0.0,2.350918817435707e-06,-0.005000010130037362,0.0,0.0004701827589211638,-0.9999998894640804,89.99997562835657,0.005000010682718141,-0.18485860526561737,-0.17121919989585876,-0.28612643480300903,0.0,0.0,-0.005000025033950806,0.0,-2.3509169313564094e-06,-0.004999997199761354,0.0,-0.0004701835976241997,-0.9999998894636861,-89.99997562831629,0.004999997752442675,0
41,1.3666666666666667,-0.18609414994716644,0.2636399269104004,-0.3000343143939972,0.0,0.0,-0.004999935626983643,0.0,1.4105512904614242e-06,-0.004999980328815874,0.0,0.00028211135675904433,-0.9999999602065904,89.99995938060582,0.004999980527782147,-0.18485860526561737,-0.17121919989585876,-0.29112640023231506,0.0,0.0,-0.00499996542930603,0.0,-1.4105501588138455e-06,-0.004999984491579224,0.0,-0.0002821108955555805,-0.9999999602067206,-89.99995938051562,0.0049999846905450125,0
42,1.4,-0.18609414994716644,0.2636399269104004,-0.3050343692302704,0.0,0.0,-0.005000054836273193,0.0,8.463307742768545e-07,-0.005000010131798802,0.0,0.00016926580943713078,-0.9999999856745427,89.99993230104167,0.005000010203426234,-0.18485860526561737,-0.17121919989585876,-0.29612645506858826,0.0,0.0,-0.005000054836273193,0.0,-8.463300952883073e-07,-0.005000012629456812,0.0,-0.00016926558908636523,-0.9999999856745801,-89.99993230082738,0.005000012701084093,0
43,1.4333333333333333,-0.18609414994716644,0.2636399269104004,-0.3100343346595764,0.0,0.0,-0.00499996542930603,0.0,5.077984645661126e-07,-0.004999992250801694,0.0,0.00010155984979094191,-0.9999999948427984,89.99988716849168,0.004999992276587662,-0.18485860526561737,-0.17121919989585876,-0.3011263906955719,0.0,0.0,-0.004999935626983643,0.0,-5.077980571729843e-07,-0.004999981828467544,0.0,-0.00010155998001092673,-0.9999999948427852,-89.99988716795676,0.004999981854253524,0
44,1.4666666666666666,-0.18609414994716644,0.2636399269104004,-0.3150343596935272,0.0,0.0,-0.005000025033950806,0.0,3.046790787396676e-07,-0.0050000053640613384,0.0,6.093575026218071e-05,-0.9999999981434171,89.99981194773301,0.005000005373344263,-0.18485860526561737,-0.17121919989585876,-0.3061264157295227,0.0,0.0,-0.005000025033950806,0.0,-3.046788343037906e-07,-0.004999999110660848,0.0,-6.093577758614027e-05,-0.9999999981434156,-89.99981194634772,0.004999999119943769,0
45,1.5,-0.18609414994716644,0.2636399269104004,-0.32003432512283325,0.0,0.0,-0.00499996542930603,0.0,1.8280744724380055e-07,-0.0049999893901592155,0.0,3.656156700680431e-05,-0.999999999331626,89.9996865802408,0.004999989393501079,-0.18485860526561737,-0.17121919989585876,-0.3111264109611511,0.0,0.0,-0.004999995231628418,0.0,-1.8280730058227436e-07,-0.0049999975590478765,0.0,-3.65614779409817e-05,-0.9999999993316291,-89.99968657656038,0.004999997562389729,0
46,1.5333333333333334,-0.18609414994716644,0.2636399269104004,-0.32503432035446167,0.0,0.0,-0.004999995231628418,0.0,1.0968446834628033e-07,-0.004999991726746897,0.0,2.193692996193251e-05,-0.9999999997593855,89.99947763563966,0.004999991727949967,-0.18485860526561737,-0.17121919989585876,-0.31612643599510193,0.0,0.0,-0.005000025033950806,0.0,-1.0968438034936461e-07,-0.0050000085490090485,0.0,-2.193683855694837e-05,-0.9999999997593875,-89.99947762569563,0.005000008550212113,0
47,1.5666666666666667,-0.18609414994716644,0.2636399269104004,-0.3300343155860901,0.0,0.0,-0.004999995231628418,0.0,6.581068100776819e-08,-0.004999993128699505,0.0,1.3162154288636975e-05,-0.9999999999133788,89.99912939802431,0.00499999312913261,-0.18485860526561737,-0.17121919989585876,-0.32112637162208557,0.0,0.0,-0.004999935626983643,0.0,-6.581062820961876e-08,-0.004999979380198886,0.0,-1.3162179921090068e-05,-0.9999999999133785,-89.99912937086764,0.004999979380631992,0
48,1.6,-0.18609414994716644,0.2636399269104004,-0.3350343406200409,0.0,0.0,-0.005000025033950806,0.0,3.948640860466091e-08,-0.005000005890800026,0.0,7.897272416435407e-06,-0.9999999999688165,89.99854901140577,0.005000005890955944,-0.18485860526561737,-0.17121919989585876,-0.3261263966560364,0.0,0.0,-0.005000025033950806,0.0,-3.948637692577125e-08,-0.004999997641699654,0.0,-7.897279109739196e-06,-0.9999999999688164,-89.99854893674667,0.004999997641855572,0
49,1.6333333333333333,-0.18609414994716644,0.2636399269104004,-0.3400343358516693,0.0,0.0,-0.004999995231628418,0.0,2.3691845162796548e-08,-0.005000001627131383,0.0,4.738367490516827e-06,-0.9999999999887739,89.99758172650498,0.005000001627187513,-0.18485860526561737,-0.17121919989585876,-0.3311263918876648,0.0,0.0,-0.004999995231628418,0.0,-2.3691826155462752e-08,-0.00499999667767116,0.0,-4.738368379522941e-06,-0.9999999999887739,-89.99758152041203,0.0049999966777272906,0
50,1.6666666666666667,-0.18609414994716644,0.2636399269104004,-0.34503430128097534,0.0,0.0,-0.00499996542930603,0.0,1.4215107097677928e-08,-0.004999987148001242,0.0,2.84302872724443e-06,-0.9999999999959586,89.99596965758452,0.004999987148021449,-0.18485860526561737,-0.17121919989585876,-0.3361264169216156,0.0,0.0,-0.005000025033950806,0.0,-1.421509569327765e-08,-0.005000008020183019,0.0,-2.8430145783445915e-06,-0.9999999999959586,-89.99596908725994,0.005000008020203226,0
51,1.7,-0.18609414994716644,0.2636399269104004,-0.35003429651260376,0.0,0.0,-0.004999995231628418,0.0,8.529064258606756e-09,-0.004999990381452112,0.0,1.7058161332137024e-06,-0.999999999998545,89.99328307765175,0.004999990381459387,-0.18485860526561737,-0.17121919989585876,-0.34112635254859924,0.0,0.0,-0.004999935626983643,0.0,-8.529057415966589e-09,-0.0049999790629032675,0.0,-1.7058186261687527e-06,-0.999999999998545,-89.99328149700972,0.004999979062910542,0
52,1.7333333333333334,-0.18609414994716644,0.2636399269104004,-0.35503432154655457,0.0,0.0,-0.005000025033950806,0.0,5.1174385551640534e-09,-0.005000004242451589,0.0,1.0234868426135982e-06,-0.9999999999994763,89.98880600437681,0.0050000042424542075,-0.18485860526561737,-0.17121919989585876,-0.34612637758255005,0.0,0.0,-0.005000025033950806,0.0,-5.1174344495799535e-09,-0.0049999974513222824,0.0,-1.0234874116233667e-06,-0.9999999999994763,-89.98880161969275,0.004999997451324901,0
53,1.7666666666666666,-0.18609414994716644,0.2636399269104004,-0.360034316778183,0.0,0.0,-0.004999995231628418,0.0,3.070463133098432e-09,-0.005000000638122321,0.0,6.140925482463382e-07,-0.9999999999998115,89.98134577072692,0.0050000006381232635,-0.18485860526561737,-0.17121919989585876,-0.35112637281417847,0.0,0.0,-0.004999995231628418,0.0,-3.070460669747972e-09,-0.004999996563444737,0.0,-6.140925560220798e-07,-0.9999999999998115,-89.98133360102943,0.0049999965634456795,0
54,1.8,-0.18609414994716644,0.2636399269104004,-0.365034282207489,0.0,0.0,-0.00499996542930603,0.0,1.842277879859059e-09,-0.004999986554595805,0.0,3.684565667812806e-07,-0.9999999999999322,89.96891636658908,0.004999986554596144,-0.18485860526561737,-0.17121919989585876,-0.3561263680458069,0.0,0.0,-0.004999995231628418,0.0,-1.8422764018487833e-09,-0.004999996030718209,0.0,-3.684555728705309e-07,-0.9999999999999322,-89.9688825785079,0.004999996030718548,0
55,1.8333333333333333,-0.18609414994716644,0.2636399269104004,-0.37003427743911743,0.0,0.0,-0.004999995231628418,0.0,1.1053667279154354e-09,-0.00499999002540885,0.0,2.2107378660720875e-07,-0.9999999999999756,89.94821268349399,0.004999990025408972,-0.18485860526561737,-0.17121919989585876,-0.3611263334751129,0.0,0.0,-0.00499996542930603,0.0,-1.1053658411092698e-09,-0.004999983790153338,0.0,-2.210738849366037e-07,-0.9999999999999756,-89.9481188554364,0.00499998379015346,0
